STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,LABEMP_STATUS,Labour and employment status,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,R,Rural,_T,No breakdown by disability,5,Contributing family workers,2013,,2759,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,3,Own-account workers,2019,,1021,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2019,,181,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,5,Contributing family workers,2019,,1058,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,U,Urban,_T,No breakdown by disability,3,Own-account workers,2012,,2608,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,_T,All ages,_T,National,PWD,Persons without disability,2,Employers,2015,,72,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,_T,All ages,_T,National,PWD,Persons without disability,2,Employers,2019,,271,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,U,Unemployed,2015,,143,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Employers,2016,,512,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Employers,2018,,1399,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Employers,2021,,467,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,E,Employed,2013,,80,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,E,Employed,2015,,77,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,1,Employees,2015,,958,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y55T64,55-64,U,Urban,_T,No breakdown by disability,U,Unemployed,2015,,67,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,U,Urban,_T,No breakdown by disability,E,Employed,2015,,13736,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,U,Urban,_T,No breakdown by disability,E,Employed,2019,,16006,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,2,Employers,2015,,0.11,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,2,Employers,2019,,0.38,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,U,Urban,PWD,Persons without disability,E,Employed,2016,,59,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,U,Urban,PWD,Persons without disability,E,Employed,2018,,77,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,U,Urban,PWD,Persons without disability,E,Employed,2021,,167,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2016,,58.54,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2018,,52.92,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2021,,56.97,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,PWD,Persons without disability,O,Outside Labour Force,2016,,43.64,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,PWD,Persons without disability,O,Outside Labour Force,2018,,47.33,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,PWD,Persons without disability,O,Outside Labour Force,2021,,30.92,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,PD,Persons with disability,_T,All labour and employment statuses,2016,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,PD,Persons with disability,_T,All labour and employment statuses,2018,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,PD,Persons with disability,_T,All labour and employment statuses,2021,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2015,,42.11,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,E,Employed,2019,,13.4,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,R,Rural,PWD,Persons without disability,_T,All labour and employment statuses,2016,,1658,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,R,Rural,PWD,Persons without disability,_T,All labour and employment statuses,2018,,1661,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,R,Rural,PWD,Persons without disability,_T,All labour and employment statuses,2021,,1992,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,1,Employees,2015,,41.37,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,U,Unemployed,2016,,1.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,U,Unemployed,2018,,1.6,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,U,Unemployed,2021,,2.15,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,3,Own-account workers,2016,,3.75,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,3,Own-account workers,2021,,3,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,E,Employed,2016,,17.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,E,Employed,2018,,22.91,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,E,Employed,2021,,14.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,U,Unemployed,2015,,98,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,U,Unemployed,2017,,233,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,E,Employed,2016,,11.72,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,E,Employed,2018,,15.89,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,E,Employed,2021,,16.18,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,R,Rural,PWD,Persons without disability,E,Employed,2019,,47.19,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,R,Rural,PD,Persons with disability,_T,All labour and employment statuses,2015,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,_T,National,PD,Persons with disability,E,Employed,2019,,24.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,U,Unemployed,2017,,6,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,R,Rural,_T,No breakdown by disability,U,Unemployed,2013,,7.96,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,R,Rural,PWD,Persons without disability,E,Employed,2019,,53447,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y55T64,55-64,U,Urban,_T,No breakdown by disability,E,Employed,2015,,138,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y55T64,55-64,U,Urban,_T,No breakdown by disability,E,Employed,2017,,136,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,_T,No breakdown by disability,2,Employers,2017,,0.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,R,Rural,PWD,Persons without disability,1,Employees,2019,,9.06,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,U,Urban,PD,Persons with disability,E,Employed,2017,,16,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,_T,All labour and employment statuses,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,PD,Persons with disability,_T,All labour and employment statuses,2016,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,PD,Persons with disability,_T,All labour and employment statuses,2018,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,_T,National,PD,Persons with disability,_T,All labour and employment statuses,2021,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2013,,64.97,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,U,Urban,PWD,Persons without disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,R,Rural,PWD,Persons without disability,E,Employed,2017,,8.55,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,_T,National,PD,Persons with disability,E,Employed,2017,,8,,N,units,,,,,,,,,,
